"Bohemian Rhapsody" is a song by which group?	https://www.wikidata.org/wiki/Q187745	Queen
'The Getaway' is an album from...	https://www.wikidata.org/wiki/Q24021025	Red Hot Chili Peppers
At what age did Michael Jackson die?	https://www.wikidata.org/wiki/Q2831	2009-06-25
AC/DC originated in what country?	https://www.wikidata.org/wiki/Q27593	Australia
Are Dieter Bohlen and Thomas Anders the only members of Modern Talking?	https://www.wikidata.org/wiki/Q27417	Yes
Are Skrillex and Diplo the full list of members that are part of Jack Ü?	https://www.wikidata.org/wiki/Q18153648	Yes
Ashin was the lead singer of which brand?	https://www.wikidata.org/wiki/Q704318	Mayday
By what stage name was Swedish DJ Tim Bergling known?	https://www.wikidata.org/entity/Q505476	Avicii
By who was Ella Fitzgerald influenced	https://www.wikidata.org/wiki/Q1768	Maxine Sullivan
Can you name the country where the music genre Jazz is originated	https://www.wikidata.org/wiki/Q8341	United States of America
Did Don Diablo or Fatboy Slim release the song Cutting Shapes	https://www.wikidata.org/wiki/Q30646076	Don Diablo
Did Louis Armstrong influence the Beatles	https://www.wikidata.org/wiki/Q1299	No
Did Ludwig van Beethoven influence the Beatles?	https://www.wikidata.org/wiki/Q1299	Yes
Did Mozart play on violin	https://www.wikidata.org/wiki/Q254	Yes
Do The Foals make indie rock?	https://www.wikidata.org/wiki/Q728958	yes
Does deadmau5 make house music?	https://www.wikidata.org/wiki/Q49009	Yes
Due to what did Amy Winehouse die	https://m.wikidata.org/wiki/Q3505252	drug overdose
During which year was the genre of noise music first introduced?	https://www.wikidata.org/wiki/Q726239	1910-01-01
Eminem has signed with which record labels?	https://www.wikidata.org/wiki/Q5608	Shady Records	Interscope Records	Aftermath Entertainment Rawkus Records	Web Entertainment	Bassmint Productions
For what award was Sara Bareilles nominated?	https://www.wikidata.org/wiki/Q230445	Tony Award for Best Original Score
From what country came the song 'Kalinka'	https://www.wikidata.org/wiki/Q382559	Russia
From where does AC/DC come from?	https://www.wikidata.org/wiki/Q27593	Australia
From which town is the Dutch band Chef'Special?	https://www.wikidata.org/wiki/Q13462155	Haarlem
From which album came the Dream Theater song A Change of Seasons?	https://www.wikidata.org/wiki/Q3508223	A Change of Seasons
From which album is Dancing Queen	https://www.wikidata.org/wiki/Q162392	Arrival
From which band is the song Bohemian Rapsody?	https://m.wikidata.org/wiki/Q15862	Queen
From who is the album Off the Wall?	https://m.wikidata.org/wiki/Q2831	Michael Jackson
From whom is the song Bohemian Rhapsody?	https://www.wikidata.org/wiki/Q187745	Queen
German musician Johannes Bach was born in what year?	https://www.wikidata.org/wiki/Q252919	1604-01-01
How tall is Roger Daltrey	https://www.wikidata.org/wiki/Q311672	66 inch
How can I find Robin Schulz on Twitter?	https://www.wikidata.org/wiki/Q16231940	robin_schulz
How did Beethoven die	https://www.wikidata.org/wiki/Q255	Intoxication
How did Bob Marley die	https://www.wikidata.org/wiki/Q409	Natural causes (melanoma)
How did Chester Bennington die?	https://www.wikidata.org/wiki/Q19198	Suicide
How did David Bowie Die?	https://www.wikidata.org/wiki/Q5383	liver cancer
How did Jimi Hendrix die?	https://www.wikidata.org/wiki/Q5928	barbiturate overdose
How did Kurt Cobain die?	http://www.wikidata.org/entity/Q8446	suicide
How did Mac Miller die?	https://www.wikidata.org/wiki/Q324726	Drug overdose
How did Prince die?	https://www.wikidata.org/wiki/Q7542	Drug overdose
How did Tony Barrow nickname the Beatles?	https://www.wikidata.org/wiki/Q1299	The Fab Four
How did Tupac Shakur die?	https://www.wikidata.org/wiki/Q6107	Homicide
How did Tupac Shakur died	https://www.wikidata.org/wiki/Q6107	Homicide
How did kurt cobain die?	https://www.wikidata.org/wiki/Q8446	Suicide
How do you call someone who plays the cello?	https://www.wikidata.org/wiki/Q8371	cellist
How do you spell xylophone in Dutch?	https://www.wikidata.org/wiki/Q165666	Xylofoon
How fast is the song "Zombie"	https://www.wikidata.org/wiki/Q169298	84 (beats per minute)
How long is the song Bohemian Rhapsody?	https://www.wikidata.org/wiki/Q187745	355 seconds
How many albums did English rock band The Beatles release	https://www.wikidata.org/entity/Q37141	13
How many albums did Queen make?	https://wikidata.org/wiki/Q59263377	8
How many albums has Queen made?	https://www.wikidata.org/wiki/Q59263377	8
How many awards has Rammstein received?	https://www.wikidata.org/wiki/Q25177	1
How many band members did the Beatles have in 1960?	https://www.wikidata.org/wiki/Q1299	7
How many children did Johann Sebastian Bach have?	https://www.wikidata.org/wiki/Q1339	20
How many children does 50 cent have?	https://www.wikidata.org/wiki/Q6060	Two
How many children does Beyoncé have?	https://www.wikidata.org/wiki/Q36153	3
How many children does Chris Martin have?	https://www.wikidata.org/wiki/Q712860	2
How many children does Eminem has	https://www.wikidata.org/wiki/Q5608	3
How many children does Eminem have?	https://www.wikidata.org/wiki/Q5608	3
How many children does rapper Eminem have	https://www.wikidata.org/wiki/Q5608	3
How many kids does Drake have	https://www.wikidata.org/wiki/Q33240	1
How many kids does Jay-Z have	https://www.wikidata.org/wiki/Q62766	3
How many members are in Little Big?	https://www.wikidata.org/wiki/Q24261863	4
How many members does Black Pink have	https://www.wikidata.org/wiki/Q25056945	4
How many members does Maroon 5 have?	https://www.wikidata.org/wiki/Q182223	4
How many members does Nirvana have?	https://www.wikidata.org/wiki/Q11649	4
How many members does Queen have?	https://www.wikidata.org/wiki/Q15862	4
How many record labels does Ed Sheeran have?	https://www.wikidata.org/wiki/Q47447	3
How many strings does a violin usually have?	https://www.wikidata.org/wiki/Q8355	four
How many songs are on the Frozen soundtrack?	https://www.wikidata.org/wiki/Q15530976	10
How many violins are in a string quartet?	https://www.wikidata.org/wiki/Q207338	2
How old is Maluma	https://www.wikidata.org/wiki/Q17517186	25
How old was Ella Fitzgerald when she died	https://www.wikidata.org/wiki/Q1768	79
How old was Michael Jackson when he died?	https://www.wikidata.org/wiki/Q2831	50
In 1990, what award did Nat King Cole win	https://www.wikidata.org/wiki/Q137042	Grammy Lifetime Achievement Award
In what band(s) did Micheal Jackson perform?	http://www.wikidata.org/entity/Q2831	The Jackson 5
In which European city was Swedish pop group ABBA formed in 1972?	https://www.wikidata.org/wiki/Q18233	Stockholm
In which album did Bohemian Rhapsody release?	https://www.wikidata.org/wiki/Q187745	A Night at the Opera
In which century were the first operas performed?	https://www.wikidata.org/wiki/Q1344	16. century
In which city Lindsey Stirling was born?	https://www.wikidata.org/wiki/Q128667	Santa Ana
In which conutry did Chiptune originate?	https://www.wikidata.org/wiki/Q135637	Japan
In which country did ABBA start?	https://www.wikidata.org/wiki/Q18233	Sweden
In which musical genres does Akiko Shikata perform?	https://www.wikidata.org/wiki/Q2462075	J-Pop	ethereal wave
Is the founder of the band DIO still alive?	https://www.wikidata.org/wiki/Q185151	No
Is Miley Cyrus the daughter of country singer Billy Ray Cyrus	https://www.wikidata.org/wiki/Q4235	Yes
Is Shakira a model?	https://www.wikidata.org/wiki/Q34424	Yes
Is deadmau5 only a composer?	https://www.wikidata.org/wiki/Q49009	No
Of which progressive rock band is Matthew Bellamy a member?	https://www.wikidata.org/wiki/Q22151	Muse
On which album of the band Deftones did the song My Own Summer appear	https://www.wikidata.org/wiki/Q3868891	Around the Fur
On which album of Coldplay was the song Don't Panic published	https://www.wikidata.org/wiki/Q1772955	Parachutes
On wich date was the album Homework by Daft Punk released	https://www.wikidata.org/wiki/Q920504	1997-01-20
Stewart Copeland was the drummer with which band?	https://www.wikidata.org/wiki/Q315711	The Police
Sean Paul was born in which city?	https://www.wikidata.org/wiki/Q200577	Kingston
The Dutch rock band ‘Golden Earring’ consisted of which band members?	https://www.wikidata.org/wiki/Q728049	Rinus Gerritsen Barry Andrew Hay	George Kooymans Cesar Zuiderwijk
The american record label called Aftermath Entertainment was founden by which famous rapper?	https://www.wikidata.org/wiki/Q389284	Dr.Dre
The band Muse was started in?	https://www.wikidata.org/wiki/Q22151	1994-01-01
The middle name of James Arthur is?	https://www.wikidata.org/wiki/Q717626	Andrew
The place of birth of Johann Sebastian Bach was?	https://www.wikidata.org/wiki/Q1339	Eisenach
The song I Love Rock 'n' Roll was performed by who?	https://www.wikidata.org/wiki/Q56653497	Joan Jett and the Blackhearts
Wat is the name of Ariana Grande's pet pig?	https://www.wikidata.org/wiki/Q151892	Piggy Smalls
Was Jimi Hendrix left or right handed	https://www.wikidata.org/wiki/Q5928	Left-Handed
What British rock band is Will Champion the drummer of?	https://www.wikidata.org/entity/Q45188	Coldplay
When did the Beatles break up	https://www.wikidata.org/wiki/Q1299	1970-04-10
When did ABBA stop?	https://www.wikidata.org/wiki/Q18233	1982-01-01
When did Beyonce start her career	https://www.wikidata.org/wiki/Q36153	1997-01-01
When did Chester Bennington die?	https://www.wikidata.org/wiki/Q19198	2017-07-20
When did David Bowie die?	https://www.wikidata.org/wiki/Q5383	2016-01-10
When did Elvis Presley die?	https://www.wikidata.org/wiki/Q303	1977-08-16
When did Frank Sinatra die?	https://www.wikidata.org/wiki/Q40912	1998-05-14
When did Freddie Mercury die?	https://www.wikidata.org/wiki/Q15869	1991-11-24
When did Jimi Hendrix die?	https://www.wikidata.org/wiki/Q5928	1970-09-18
When did Johann Sebastian Bach die?	http://www.wikidata.org/entity/Q1339	1750-07-28
When did Leslie Cheung die?	https://www.wikidata.org/wiki/Q313596	2003-04-01
When did Mac Miller pass away	https://www.wikidata.org/wiki/Q324726	2018-09-07
When did Michael Jackson die?	https://www.wikidata.org/wiki/Q2831	2009-06-25
When did Michael Jackson receive his first Grammy Award?	https://www.wikidata.org/wiki/Q2831	1984-01-01
When did Michael Jackson start working on his music career?	https://www.wikidata.org/wiki/Q2831	1964-01-01
When did Muse form?	https://www.wikidata.org/wiki/Q22151	1994-01-01
When did Notorious B.I.G die?	https://www.wikidata.org/wiki/Q179157	1997-03-09
When did Oasis release the single "Don't look back in anger"?	https://www.wikidata.org/wiki/Q1070349	1996-02-19
When did Spinnin' Records started	https://www.wikidata.org/wiki/Q2310883	1999-01-01
When did Symphony X release The Odyssey?	https://www.wikidata.org/wiki/Q917111	2002-01-01
When did The Beatles split up	https://www.wikidata.org/wiki/Q1299	1970-04-10
When did Tupac Shakur die	http://www.wikidata.org/entity/Q6107	1996-09-13
When did Tupac die?	https://www.wikidata.org/wiki/Q6107	1996-09-13
When did Tyga start to play music	https://www.wikidata.org/wiki/Q358087	2007-01-01
When did Whitney Houston die?	http://www.wikidata.org/entity/Q34389	2012-02-11
When did Rock start?	http://www.wikidata.org/entity/Q11399	1950-01-01
When is Janieck Davy born	https://www.wikidata.org/wiki/Q20978394	1994-06-24
When was the CD invented?	https://www.wikidata.org/wiki/Q34467	1979-01-01
When was ABBA's inception	https://www.wikidata.org/wiki/Q18233	1972-01-01
When was Anouk born?	http://www.wikidata.org/entity/Q46087	1975-04-08
#When was Beyonce's "I am... Sasha Fierce" album released?	https://www.wikidata.org/wiki/Q147006	2008-11-12
When was Beyoncé born	https://www.wikidata.org/wiki/Q36153	1981-09-04
When was Dave Grohl born?	https://www.wikidata.org/wiki/Q12006	1969-01-14
When was Def Jam founded?	https://www.wikidata.org/wiki/Q654283	1984-01-01
When was Donnie born?	http://www.wikidata.org/entity/Q27187778	1994-01-01
When was Elvis Presley born?	http://www.wikidata.org/entity/Q303	1935-01-08
When was Frank Sinatra born?	https://www.wikidata.org/wiki/Q40912	1915-12-12
When was Frans Bauer born	https://www.wikidata.org/wiki/Q607838	1973-12-30
When was Graduation by Kanye West released?	http://www.wikidata.org/entity/Q33240	2007-09-05
When was Hans Zimmer born	https://www.wikidata.org/wiki/Q76364	1957-09-12
When was Het Dorp by Wim Sonneveld released?	https://www.wikidata.org/wiki/Q2205964	1974-05-18
When was Jimi Hendrix born?	https://www.wikidata.org/wiki/Q5928	1942-11-27
When was John Williams born?	http://www.wikidata.org/entity/Q131285	1932-02-08
When was Killing in the Name released	https://www.wikidata.org/wiki/Q1129215	1992-11-01
When was Klaus Wunderlich born?	https://www.wikidata.org/wiki/Q657139	1931-06-18
When was Kurt Cobain born	https://www.wikidata.org/wiki/Q8446	1967-02-20
When was Leonard Cohen born?	http://www.wikidata.org/entity/Q1276	1934-09-21
When was Lil' Kleine born	https://www.wikidata.org/wiki/Q20895739	1994-10-15
When was Lovley day by Bill Whiters released?	https://www.wikidata.org/wiki/Q6692274	1977-12-16
When was Michael Jackson born	https://www.wikidata.org/wiki/Q2831	1958-08-29
When was Nirvana founded?	https://www.wikidata.org/wiki/Q11649	1987-01-01
When was Outkast formed?	http://www.wikidata.org/entity/Q472595	1992-01-01
When was Paul McCartney born?	https://www.wikidata.org/wiki/Q2599	1942-06-18
When was Queen formed	https://www.wikidata.org/wiki/Q15862	1970-01-01
When was Rammstein's latest song 'Deutschland' released?	https://www.wikidata.org/wiki/Q62565108	2019-03-28
When was Red Hot Chili Peppers founded?	https://www.wikidata.org/wiki/Q10708	1983-01-01
When was Stef Ekkel born?	https://www.wikidata.org/wiki/Q2217056	1980-08-09
When was Shakira born	https://www.wikidata.org/wiki/Q34424	1977-02-02
When was Slash born?	https://www.wikidata.org/wiki/Q34166	1965-07-23
When was Spotify founded?	https://www.wikidata.org/wiki/Q689141	2006-04-23
When was The Beatles' “White Album” released?	https://www.wikidata.org/wiki/Q3295515	1968-11-22
When was The Red Hot Chili Peppers formed	https://www.wikidata.org/wiki/Q10708	1983-01-01
When was Thriller by Michael Jackson released	https://www.wikidata.org/wiki/Q44320	1982-10-30
When was Universal Music founded?	https://www.wikidata.org/wiki/Q38903	1934-01-01
When was hardstyle founded?	http://www.wikidata.org/wiki/Q223840	1998-01-01
When was jazz introduced?	https://www.wikidata.org/wiki/Q8341	1900-01-01
When was song Amazing Grace released?	https://www.wikidata.org/wiki/Q210211	1970-01-01
When were The Beatles dissolved?	https://www.wikidata.org/wiki/Q1299	1970-04-10
When were The Black Eyed Peas formed?	https://www.wikidata.org/wiki/Q134541	1995-01-01
Where the headquarter of TopNotch	https://www.wikidata.org/wiki/Q1688849	Amsterdam
Where are the Backstreet Boys from?	https://www.wikidata.org/wiki/Q17140	United States of America
Where are Red Hot Chili Peppers from?	https://www.wikidata.org/wiki/Q10708	United States of America
Where did the Beatles form?	https://www.wikidata.org/wiki/Q1299	Liverpool
Where did Guus Meeuwis educate?	https://www.wikidata.org/wiki/Q1235717	Tilburg University
Where did James Brown die	https://www.wikidata.org/wiki/Q5950	Atlanta
Where did Michael Jackson die	https://www.wikidata.org/wiki/Q2831	Los Angeles
Where did Mozart die?	https://www.wikidata.org/wiki/Q254	Vienna
Where did Panic at the Disco start?	https://www.wikidata.org/wiki/Q277551	Las Vegas
Where did Plastic Bertrand receive his musical education?	https://www.wikidata.org/wiki/Q558440	Riley Ben King
Where did The Beatles form their band	https://www.wikidata.org/wiki/Q1299	Liverpool
Where did jazz originate?	https://www.wikidata.org/wiki/Q8341	United States of America
Where do the Beatles come from?	http://www.wikidata.org/wiki/Q1299	United Kingdom
Where does the music genre Jazz originally come from?	https://www.wikidata.org/wiki/Q8341	United States of America
Where does Alan Walker come from?	https://www.wikidata.org/wiki/Q21808729	Norway
Where does Ch!pz come from?	http://www.wikidata.org/entity/Q200008	Netherlands
Where does Drake live	https://www.wikidata.org/wiki/Q33240	Toronto
Where does K-pop come from?	http://www.wikidata.org/entity/Q213665	South Korea
Where does Kanye West live?	https://www.wikidata.org/wiki/Q15935	Hidden Hills
Where does Rammstein come from?	https://www.wikidata.org/wiki/Q25177	Germany
Where is the Jazz musician B.B. King born	https://www.wikidata.org/wiki/Q188969	Berclair
Where is Alan Walker's full name?	https://www.wikidata.org/wiki/Q21808729	Alan Olav Walker
Where is Camilo Cabello from?	https://www.wikidata.org/wiki/Q18810940	United States of America
Where is Dave Grohl from?	https://www.wikidata.org/wiki/Q12006	United states of america
Where is Ed Sheeran born?	https://www.wikidata.org/wiki/Q47447	Halifax
Where is Elvis Presley buried	https://www.wikidata.org/wiki/Q303	Graceland
Where is Henk Wijngaard born?	https://www.wikidata.org/wiki/Q685768	Stadskanaal
Where is Ludovico Einaudi from?	https://www.wikidata.org/wiki/Q83182	Italy
Where is Martin Garrix born?	https://www.wikidata.org/wiki/Q14544318	Amstelveen
Where is Michael Jackson born	https://www.wikidata.org/wiki/Q2831	Gary
Where is Michael Jackson buried?	https://www.wikidata.org/wiki/Q2831	Forest Lawn Memorial Park
Where is Pink Floyd formated?	https://www.wikidata.org/wiki/Q2306	London
Where is a baglama from?	https://www.wikidata.org/wiki/Q717773	Turkey
Where was the music group NSYNC formed?	https://www.wikidata.org/wiki/Q154454	Orlando, Florida
Where was Adam Young born	https://www.wikidata.org/wiki/Q2072790	Owatonna
Where was Armin van Buuren born?	https://www.wikidata.org/wiki/Q62617	Leiden
Where was Chad Smith born	https://www.wikidata.org/wiki/Q269500	Saint Paul
Where was David Bowie born?	https://www.wikidata.org/wiki/Q5383	Brixton
Where was Drake born?	https://www.wikidata.org/wiki/Q33240	Toronto
Where was Elvis Presley born?	https://www.wikidata.org/wiki/Q303	Tupelo
Where was Enrique Iglesias born?	https://www.wikidata.org/wiki/Q47122	Madrid
Where was Frans Bauer born?	https://www.wikidata.org/wiki/Q607838	Roosendaal
Where was Freddie Mercury born?	https://www.wikidata.org/wiki/Q15869	Zanzibar City
Where was Guns N' Roses formed?	https://www.wikidata.org/wiki/Q11895	Los Angeles
Where was Italian violinist and composer Niccolò Paganini born?	https://www.wikidata.org/wiki/Q66075	Genoa
Where was J. S. Bach born	https://www.wikidata.org/wiki/Q1339	Eisenach
Where was J.I.D born?	https://www.wikidata.org/wiki/Q29588830	Atlanta
Where was Jimi Hendrix buried	https://www.wikidata.org/wiki/Q5928	Greenwood Memorial Park
Where was Justin Bieber born?	https://www.wikidata.org/wiki/Q34086	London
Where was Kendrick Lamar born	http://www.wikidata.org/entity/Q487119	Compton
Where was Kraantje Pappie Born?	https://www.wikidata.org/wiki/Q13627524	Rozenburg
Where was Lee Towers born	http://www.wikidata.org/wiki/Q1812015	Bolnes
Where was Ludovico Einaudi born?	http://www.wikidata.org/wiki/Q83182	Turin
Where was Madonna born?	https://www.wikidata.org/wiki/Q1744	Bay City
Where was The Weeknd born	https://www.wikidata.org/wiki/Q2121062	Toronto
Where was Wiz Khalifa born?	https://www.wikidata.org/wiki/Q117139	Minot
Where was Woodstock Festival?	https://www.wikidata.org/wiki/Q164815	Bethel, New York
Where was Zanger Rinus born?	https://www.wikidata.org/wiki/Q1989104	Drachten
Where was was Elvis discovered dead in 1977?	https://www.wikidata.org/wiki/Q303	Graceland
Where were the Foo fighters formed?	http://www.wikidata.org/entity/Q483718	Seattle
Which three record labels did Nirvana have?	https://www.wikidata.org/wiki/Q11649	DGC Records	Geffen Records	Sub Pop
Which American duo released an album entitled "Bookends"?	https://www.wikidata.org/wiki/Q796762	Simon &amp; Garfunkel
Which Genre of music originated as rock and roll in the 1950s	https://www.wikidata.org/wiki/Q11399	Rock music
Which album does Smooth Operator from Sade belong to?	https://wikidata.org/wiki/Q904971	Diamond Life
Which artist performed on the album Trout Mask Replica?	https://www.wikidata.org/wiki/Q194790	Captain Beefheart
Which are the current members of Linkin Park?	https://www.wikidata.org/wiki/Q261	Brad Delson	Joseph Hahn	Mike Shinoda	Phoenix Rob Bourdon
Which award did Christopher Tin receive for Baba Yetu	https://www.wikidata.org/wiki/Q1087016	Grammy Award for Best Arrangement, Instrumental and Vocals
Which awards did Dutch rapper Ali B receive?	https://www.wikidata.org/wiki/Q2439541	Neerlands Hoop	Zilveren Harp	Zilveren Televizier-Ster	Popprijs
Which awards did Pink Floyd receive?	https://www.wikidata.org/wiki/Q2306	Grammy Award for Best Rock Instrumental Performance Grammy Hall of Fame Rock and Roll Hall of Fame
Which awards did The Black Keys recieve?	https://www.wikidata.org/wiki/Q606226	MTV Video Music Award	Grammy Award	BRIT Awards
Which band made the song another 45 miles	https://www.wikidata.org/wiki/Q51039792	Golden Earring
Which band wrote a song called "Hey Jude"	https://www.wikidata.org/wiki/Q607742	The Beatles
Which bands did Slash play in	https://www.wikidata.org/wiki/Q34166	Guns N' Roses	Velvet Revolver Slash's Snakepit	Slash's Blues Ball	Slash featuring Myles Kennedy and The Conspirators
Which bands has Dave Grohl been a part of	https://www.wikidata.org/wiki/Q12006	Nirvana Foo Fighters	Them Crooked Vultures
Which bands was Dave Grohl in	https://www.wikidata.org/wiki/Q12006	Nirvana Foo Fighters	Them Crooked Vultures
Which country did jazz originate from	https://www.wikidata.org/wiki/Q8341	United States of America
Which genre of music does Sabaton play?	https://www.wikidata.org/wiki/Q740159	heavy metal	power metal	thrash metal
Which genre was the song 'Thriller' written by Michael Jackson?	https://www.wikidata.org/wiki/Q380825	funk	pop music
Which genres do Guns 'n Roses play?	https://www.wikidata.org/wiki/Q11895	hard rock	glam metal	traditional heavy metal
Which group is Gerard Joling a member of?	https://www.wikidata.org/wiki/Q1372602	De Toppers
Which guitars did Jimi Hendrix play?	https://www.wikidata.org/wiki/Q5928	Fender Stratocaster Gibson Flying V
Which instrument does Dutch Prime Minister Mark Rutte play?	https://www.wikidata.org/wiki/Q57792	piano
Which languages does ABBA use??	https://www.wikidata.org/wiki/Q18233	English Spanish
Which languages does Shakira speak?	https://www.wikidata.org/wiki/Q34424	Spanish	English	Italian	Portuguese	French
Which member of The Beatles is the oldest	https://www.wikidata.org/wiki/Q2632	Ringo Starr
Which note is the lowest on a bass guitar	https://www.wikidata.org/wiki/Q46185	D
Which parts does a guitar consist of?	https://www.wikidata.org/wiki/Q6607	neck	body
Which record label was associated to the song 'Thriller' by Michael Jackson?	https://www.wikidata.org/wiki/Q380825	Epic Records
Which record labels has Marco Borsato been signed to?	http://www.wikidata.org/entity/Q429385	Polydor Records	Universal Music Group
Which singer appeared in the film,Hannah Montana?	https://www.wikidata.org/wiki/Q220591	Taylor Swift
Which song is the European union's anthem based on?	https://www.wikidata.org/wiki/Q11993	Ode to joy	Symphony No. 9
Which year did Martin Garrix publish Animals?	https://www.wikidata.org/wiki/Q14565308	2013-01-01
Who are the band members of Coldplay?	http://www.wikidata.org/entity/Q45188	Chris Martin	Jonny Buckland	Guy Berryman	Will Champion	Phil Harvey
Who are David Bowie's children?	https://www.wikidata.org/wiki/Q5383	Duncan Jones	Alexandria Zahra Jones
Who are Justin Bieber's siblings?	https://www.wikidata.org/wiki/Q34086	Jazmyn Bieber	Jaxon Bieber
Who are Marco Borsato's children?	https://www.wikidata.org/wiki/Q429385	Luca Borsato	Jada Borsato	Senna Borsato
Who are in the Foo Fighters?	https://www.wikidata.org/wiki/Q483718	Dave Grohl	Franz Stahl
Who are members of The Beatles?	https://www.wikidata.org/wiki/Q1299	John Lennon Ringo Starr Paul McCartney	George Harrison Pete Best	Stuart Sutcliffe	Chas Newby	Tommy Moore
Who composed the Matthew's Passion?	https://www.wikidata.org/wiki/Q379111	Johann Sebastian Bach
Who composed Bohemian Rhapsody?	https://www.wikidata.org/wiki/Q187745	Freddie Mercury
Who composed Happy Birthday song?	https://www.wikidata.org/wiki/Q167545	Mildred J. Hill Patty Hill
Who created Bohimian Rapsody?	https://www.wikidata.org/wiki/Q15862	Queen
Who founded Florence + the Machine?	https://www.wikidata.org/wiki/Q217360	Florence Welch	Isabella Summers
Who founded Metallica	https://www.wikidata.org/wiki/Q15920	James Hetfield	Lars Ulrich
Who had the 1965 instrumental hit Spanish Flea?	https://www.wikidata.org/wiki/Q2306834	Herb Alpert
Who has founded Epic Records?	https://www.wikidata.org/wiki/Q216364	Columbia Records
Who hosted the british telivision programme top of the pops between 1964 and 2006	https://www.wikidata.org/wiki/Q930414	Jimmy Savile
Who influenced AC/DC	https://www.wikidata.org/wiki/Q27593	Airbourne
Who influenced Queen?	https://www.wikidata.org/wiki/Q15862	The Beatles The Who Jimi Hendrix	Cream
Who invented music?	https://www.wikidata.org/wiki/Q192238	Guido of Arezzo
Who is the architect of the ROck and Roll Hall of Fame?	https://www.wikidata.org/wiki/Q179191	I. M. Pei
Who is Avicii	https://www.wikidata.org/wiki/Q505476	Tim Bergling
Who is Beyoncé’s spouse?	https://m.wikidata.org/wiki/Q62766	Jay-Z
Who is Justin Bieber married to?	Q34086	Hailey Baldwin
Who is Kanye West married to?	https://www.wikidata.org/wiki/Q15935	Kim Kardashian
Who is Michael Jacksons father?	https://www.wikidata.org/wiki/Q2831	Joe Jackson
Who is Orpheus?	https://www.wikidata.org/wiki/Q174353	Orpheus is a legendary musician, poet, and prophet in ancient Greek religion and myth
Who joined AC/DC in the 90s?	https://www.wikidata.org/wiki/Q27593	Phil Rudd	Chris Slade
Who owns the intellectual property for CD's?	https://www.wikidata.org/wiki/Q34467	Sony
Who owns MTV?	https://www.wikidata.org/wiki/Q43359	Viacom
Who performed the theme song for the American television sitcom 'Friends'	https://www.wikidata.org/entity/Q1334434	The Rembrandts
Who performed Baba O'Riley?	https://www.wikidata.org/wiki/Q787812	The Who
Who performed Fistful of Steel	https://www.wikidata.org/wiki/Q5862344	Rage Against the Machine
Who performs the song 'Bitch better have my money"?	https://www.wikidata.org/wiki/Q19688807	Rihanna
Who produced the song Shape of My Heart by Sting?	https://www.wikidata.org/wiki/Q3481461	Hugh Padgham
Who produced Californication?	https://www.wikidata.org/wiki/Q219425	Rick Rubin
Who produced Kendrick Lamar's To Pimp a Butterfly	https://www.wikidata.org/wiki/Q19602856	Dr. Dre
Who started Interscope?	https://www.wikidata.org/wiki/Q231694	Jimmy Iovine	Ted Field
Who sang the song Rawhide	https://www.wikidata.org/wiki/Q1844307	Frankie Laine
Who sang Does Your Mother Know?	https://www.wikidata.org/wiki/Q1234579	ABBA
Who sings Take me to church?	https://www.wikidata.org/wiki/Q18220127	Hozier
Who sings Who Let the Dogs Out?	https://www.wikidata.org/wiki/Q3284275	Baha Men
Who was the composer of Für Elise	http://www.wikidata.org/entity/Q11980	Ludwig van Beethoven
Who was Dionne Warwick’s most famous female cousin?	https://www.wikidata.org/wiki/Q234695	Whitney Houston
Who was Freddie Mercury's second partner?	https://www.wikidata.org/wiki/Q15869	Jim Hutton
Who was Radiohead influenced by?	https://www.wikidata.org/wiki/Q44190	Pink Floyd
Who was Wolfgang Amadeus Mozart's father's father's child	https://www.wikidata.org/wiki/Q1589201	Leopold Mozart
Who were the band members of the Beatles?	https://www.wikidata.org/wiki/Q1299	John Lennon	Ringo Starr	Paul McCartney	George Harrison	Pete Best	Stuart Sutcliffe	Chas Newby	Tommy Moore
Who were Mozart's teachers?	https://www.wikidata.org/wiki/Q254	Johann Schobert	Johann Christian Bach
Who were all the members of the Rolling stones	https://www.wikidata.org/wiki/Q110366	Mick Jagger	Keith Richards	Charlie Watts	Ronnie Wood	Brian Jones	Mick Taylor	Bill Wyman
Who were members of AC/DC during 1973 and 1974?	https://www.wikidata.org/wiki/Q27593	Angus Young	Malcom Young	Cliff Williams	Dave Evans	Bon Scott	Mark Evans	George Young	Stevie Young	Axl Rose
Who where the original members of Queen?	https://www.wikidata.org/wiki/Q15862	Freddie Mercury	Brian May	Roger Taylor	John Deacon
Who won the 1974 Eurovision song contest?	https://www.wikidata.org/wiki/Q207541	ABBA
Who wrote Don't Pass Me By?	https://www.wikidata.org/wiki/Q2319841	Ringo Starr
Whose tour was The Mrs. Carter Show World Tour?	https://www.wikidata.org/wiki/Q4168219	Beyoncé
Whose song was Hey There Delilah?	https://www.wikidata.org/wiki/Q195326	Plain White T's
With whom did Skrillex collaborate for the song Make It Bun Dem?	https://www.wikidata.org/wiki/Q23094	Damian Marley
who was awarded the nobel prize in literature as a singer	https://www.wikidata.org/wiki/Q392	Bob Dylan
